N|Acuraccy|Precision|Recall|F-Measure|Class|Domain|DomainValue|Comment
2458|0.8258032|0.98207885|0.8383478|0.90453917|0|Subject:Right_to_work|0.375000030|"@anthonycumia you be totally correct anthony. can&#8217;t be livin round dem colored folk. day be bringin down da hood and dem propery value"
2460|0.82538885|0.98207885|0.8379205|0.90429044|2|Subject:Hatred|0.173333332|"@anthonycumia enjoy it,i'm happy for you,but i hate the yankees,and yes the sox did choke"
2461|0.8254764|0.9820896|0.83800304|0.904343|1|Subject:Abuse_of_power|0.333333343|@anthonycumia just don't bitch when your power goes out like last time
2464|0.8255639|0.98210025|0.83808553|0.9043956|0|Subject:Offences_Against_the_Person_Act|0.355555594|"@antoniofrench the ""you&#8217;re going 2have 2 kill crackers &amp; their babies&#8221; new black panthers #credibilityshot #fergusonriot #justice4mikebrown"
2465|0.8251503|0.98210025|0.83765906|0.9041472|2|Subject:Mason_Wells|0.125000000|@ants_sneweather well you got to see pom-pom pete
2469|0.8252379|0.9821109|0.8377416|0.9041998|1|Subject:Poof|0.333333343|@aram2432 @marco_spatula who invited this fag?
2471|0.8253253|0.9821216|0.8378241|0.9042524|0|Subject:Adult_abuse|0.449999988|@arbogucci guys not supposed to get their ass sucked queer
2472|0.8249124|0.9821216|0.83739835|0.90400434|2|Subject:Nurse_abuse|0.500000000|@arcticfox2016 everybody mocks obama .hes an embarrassment to the usa.
2473|0.825|0.9821322|0.83748096|0.904057|1|Subject:Nuisance_fee|0.500000000|"@arctic_nation yeah, these bitches aint shit tho"
2476|0.8250874|0.98214287|0.83756346|0.9041096|1|Subject:Nuisance_fee|0.250000000|@ari_tweetz lol na bitches like crazy if the d good &#128064;
2478|0.8251748|0.9821535|0.8376459|0.90416205|1|Subject:Offences_Against_the_Person_Act|0.133333340|@ariestheog cut a bitch
2479|0.8252621|0.9821641|0.8377282|0.90421456|1|Subject:Offences_Against_the_Person_Act|0.266666681|@arlisdonotchill @chiefkeef3oo wheres my bitch wit my sammich then?
2480|0.82534933|0.9821747|0.83781046|0.90426695|1|Subject:Bitch_tits|0.250000000|@artalegaspare bitch i got the flameeee
2481|0.8254364|0.98218524|0.8378926|0.9043192|1|Subject:Adult_abuse|0.449999988|@artbylecardin @amy0813amy @deeiiggee until the world sees 2 faggot jungle bunnies are fucking and one got pregnant
2482|0.82552344|0.98219585|0.83797467|0.9043716|1|Subject:Stress_position|0.150000006|@artbylecardin @deeiiggee @amy0813amy &#128529; and on that note i'm out dis bitch
2483|0.82561034|0.9822064|0.8380567|0.9044238|1|Subject:Time-out_(parenting)|0.583333373|@articulate_aura bitches don't know if they wanna play basketball or look sexy bro
2484|0.8256972|0.98221695|0.8381386|0.9044759|1|Subject:Nuisance_fee|0.500000000|@articulate_aura bro you know i can't not comment on stupid shit like that..bitch instagram a heart attack on a plate
2485|0.82578397|0.9822275|0.8382204|0.9045281|0|Subject:Adult_abuse|0.600000024|"@aryanliving welcome to the movement. anyone who gets even minor publicity is a queer, fed, or jew (well, according to the internet)."
2493|0.82587063|0.982238|0.8383022|0.9045801|1|Subject:Bitch_tits|0.250000000|@atblackface @mrmooncricket @uncleunco @bobbybotsods @fuckthemallcops @racistnegro69 fuck u bitch
2495|0.82545996|0.982238|0.83787876|0.9043336|2|Subject:Offence_against_the_person|0.314814806|@auroramwj @marylmcaffry @bbanimals it's a mutation. genealogy is convoluted. basically the zebra gene currieries are slaughtered=extinction
2496|0.8250497|0.982238|0.8374558|0.9040872|2|Subject:Torture_chamber|0.222222224|@austinburge44 either way both schools are trash &#128521;
2497|0.8251366|0.98224854|0.8375378|0.90413946|1|Subject:Animal_bite|0.300000012|@austinburge44 pussy ass schedule
2498|0.82522345|0.98225904|0.8376198|0.9041916|0|Subject:Offences_Against_the_Person_Act|0.466666669|@austing1135 i do not like talking to you faggot and i did but in a nicely way fag
2499|0.8253102|0.9822695|0.8377016|0.9042438|0|Subject:Poof|0.333333343|"@austing1135 answer my snapchat faggot #butthurt"
2500|0.82539684|0.98227996|0.8377834|0.9042958|1|Subject:Poof|0.333333343|@austing1135 go to sleep faggot!
2503|0.8249876|0.98227996|0.8373615|0.90405|2|Subject:Adult_abuse|0.250000000|@austinthaintern johnny football is trash man. trash. lol.
2506|0.8250743|0.98229045|0.8374434|0.90410215|1|Subject:Offences_Against_the_Person_Act|0.266666681|"@averycash @dallyjackson @coal_daddy @tharock10 @youtube ""i could have died"".. ""i called my mom a bitch"" lmao"
2507|0.825161|0.9823009|0.8375251|0.90415424|1|Subject:Nuisance_fee|0.250000000|@awill_2reckless bruh did go out like a bitch thoe lol that should not be his final match
2508|0.8252475|0.9823113|0.83760685|0.9042063|1|Subject:Stress_position|0.150000006|@awill_2reckless lmao omm you see the bitch tryna act like she ain't feel it ahaha
2509|0.825334|0.98232174|0.83768845|0.9042582|1|Subject:Peer_abuse|0.899999976|@awill_2reckless lol his matches from the early 90's when he was ic champion the bitches really would go ham
2510|0.8254204|0.98233217|0.83777|0.9043101|1|Subject:Standing_cell|0.250000000|"@awint94 so ppl are pissed off basically saying if we have to suffer, you will too. tourching tht bitch"
2512|0.8255067|0.98234254|0.8378514|0.9043619|1|Subject:Offences_Against_the_Person_Act|0.355555594|@aydontjudgeme just come stop in this bitch cause im bout to get off
2513|0.8255929|0.9823529|0.83793277|0.90441376|1|Subject:Talking_shit|0.349999994|@aymrcarter niggas be on pussy shit
2514|0.825679|0.98236334|0.83801407|0.90446556|1|Subject:Nuisance_fee|0.250000000|@aydren cause you're a sexy bitch
2517|0.8257651|0.98237365|0.83809525|0.9045172|1|Subject:Disembowelment|0.266666681|@bamitsjustmary no i bitch and moan not tears!!!
2519|0.825851|0.982384|0.83817637|0.90456873|1|Subject:Offences_Against_the_Person_Act|0.133333340|@bbcandice @dorothy5334 @joygrenade if u cant talk without talking about ur cunt mama im thru talking
2520|0.82593685|0.98239434|0.8382574|0.90462035|0|Subject:Adult_abuse|0.783333361|"@bgally17 so ur faggot teammate @brandonprust8 hits someone late like that and u say he's yapping and yelling, u guys def 69 in the room"
2522|0.8260227|0.9824047|0.8383383|0.9046719|1|Subject:Deviant_sexual_intercourse|0.111111119|@bh_dragons he's fucking trash
2523|0.8261084|0.982415|0.8384192|0.9047234|1|Subject:Poof|0.333333343|@biackiechan @theuncurvable @tonedagawd @curtdatnigga lmfaoooo that's some fag shit man.
2524|0.826194|0.98242533|0.8385|0.9047748|1|Subject:Torture_chamber|0.222222224|"@blholla me, too! :-d dick and pussy is too precious to give up and be ruined by some bullshit that was done to me."
2525|0.8262795|0.9824356|0.8385807|0.9048261|1|Subject:Human_rights_abuses_in_Kashmir|0.388888925|@blue_yupp finger my throbbing pussy slowly as i cum on ur face
2526|0.826365|0.9824459|0.8386613|0.9048774|1|Subject:Total_balance|0.200000003|@bms_thadcastle this account is so incredibly retarded.
2527|0.8259587|0.9824459|0.83824265|0.90463364|2|Subject:School_of_the_Americas_Watch|0.390625000|@bnightengale @feinsandnydn time for ranger scouts to head out and watch some yankee prospects. #rangers
2530|0.8260442|0.98245615|0.83832335|0.9046849|1|Subject:Offence_against_the_person|0.300000012|"@bridifferent good dnt be a sucker for these sad mad bitches,"
2532|0.8261297|0.9824664|0.838404|0.9047363|1|Subject:Right_to_work|0.125000000|@bunnydahoney &lt;= got all the hoes
2533|0.826215|0.98247665|0.8384845|0.9047875|1|Subject:Offences_Against_the_Person_Act|0.266666681|@b_mcc10ud that's meant toward my dads gf shes a bitch dude
2535|0.8263003|0.98248684|0.83856505|0.90483874|1|Subject:Grapple_Ray|0.125000000|@babyxshad hoes twerking heavy to that
2537|0.8263855|0.9824971|0.8386454|0.9048899|1|Subject:Torture_chamber|0.222222224|@badassjae fuck no my school boring and ghetto
2538|0.8264706|0.9825073|0.83872575|0.90494096|1|Subject:Badge_of_shame|0.220000014|@badbitch_amen @joeanoaireigns i put this bitch to shame&#128514;&#128514;
2541|0.8265556|0.9825175|0.838806|0.9049919|1|Subject:Kishka_(prison_cell)|0.300000012|@ballout057 i'm otp bitch hold on
2542|0.82664055|0.9825277|0.83888614|0.90504295|1|Subject:Street_harassment|0.145833343|@ballardtheg_ get this nigguh of this streets
2543|0.8267254|0.9825378|0.8389662|0.90509385|1|Subject:Nuisance_fee|0.500000000|@bam_n_deymouth grindin cuzz thats all shit dont stop wats good witcha thou bitch you been mia too
2544|0.8268102|0.982548|0.8390462|0.9051447|1|Subject:Offence_against_the_person|0.300000012|@bam_n_deymouth you already know ima keep it trilla...happy bday lha bitch i love yu nigga!
2545|0.8268949|0.98255813|0.8391261|0.9051955|1|Subject:Teacher_abuse|0.250000000|@bangxbroz right in the pussy
2546|0.82697946|0.98256826|0.839206|0.90524626|0|Subject:Line_sitting|0.300000012|@barackobama @marchforinnov send them damn beaners back where they belong n the us aint it
2547|0.827064|0.9825784|0.83928573|0.905297|1|Subject:Offences_Against_the_Person_Act|0.400000036|@barackobama @michelleobama omfg you elitist bitch no one cares what you think! go fuck yourselves are you in china anyway?
2548|0.82666016|0.9825784|0.83886963|0.9050548|2|Subject:Human_rights_abuses_in_Kashmir|0.357142866|@barackobama biden was a winner last night? yea right like charlie sheen really was a a winner too.... #winning lol
2550|0.8262567|0.9825784|0.8384539|0.9048128|2|Subject:Offences_Against_the_Person_Act|0.523809552|"@barackobama l voted and supported u and u pulled the rug out from under us, a nation and worse, cuz were not in ""your circle"" were trash."
2551|0.82634145|0.9825885|0.83853394|0.9048638|1|Subject:Nuisance_fee|0.250000000|@barackobama make weed legal you pussy you know you smoke that shit
2552|0.82642615|0.9825986|0.83861387|0.9049145|1|Subject:Offences_Against_the_Person_Act|0.548148155|@barbaraf321 @thirtybirdy wow and there are white people and there are crackers. guess which one u are.
2553|0.8265107|0.9826087|0.83869374|0.90496534|1|Subject:Offences_Against_the_Person_Act|0.566666663|@barbienixon a moment of silence for the bitch who changes her name everyday ..:-)
2555|0.82659525|0.98261875|0.8387735|0.90501595|1|Subject:Nuisance_fee|0.500000000|@barbod6fcb am not gonna shut shit up bitch but u can get yo punk ass out there hoe ass nigga
2556|0.82667965|0.9826288|0.8388532|0.9050667|1|Subject:Bitch_tits|0.250000000|"@barbod6fcb oh really and that's word where u be at then i wanna see what bout then, i don't wanna hear what u gonna do i want see it bitch"
2557|0.826764|0.9826389|0.8389328|0.9051173|1|Subject:Offences_Against_the_Person_Act|0.655555606|@barbod6fcb. u lame then a bitch get the fuck with that gay shit
2559|0.82684827|0.9826489|0.8390123|0.9051678|1|Subject:Hate_mail|0.355555594|"@barnabyedwards @bsilverstrim77 ""dear daily mail, you misogynist pile of twats!"" https://t.co/ruyeonusst"
2560|0.82693243|0.982659|0.8390918|0.9052183|1|Subject:Adult_abuse|0.533333361|@barneyfranken @jennykutner @salon salon is is chuck full of butthurt liberal retards
2561|0.82701653|0.982669|0.8391712|0.9052688|1|Subject:Nuisance_fee|0.500000000|"@basedboy_bob nigga said ""i woke up in a bed fulla bitches that i ain't een fuckin"" but idc his shit bout to be 10x harder"
2562|0.8271005|0.982679|0.8392505|0.90531915|1|Subject:Offences_Against_the_Person_Act|0.623809516|@based_saiyan my grandpa has better comebacks and he's dead you faggot go outside and let go of your little ass dick for a minute
2563|0.826699|0.982679|0.83883685|0.9050785|2|Subject:Fundaci?n_Mujeres_en_Igualdad|0.352000028|@basketballpics whoever made this twitter doesnt like the lakers... they r making a comeback but this accnt still continues to trash talk em
2565|0.8267831|0.98268896|0.83891624|0.9051289|1|Subject:Animal_bite|0.333333343|@beanrozay im tokyo but i get higher than a jet. killing these dog ass hoes had to send em to the vet! produced by @tnkthemonstah
2566|0.8268671|0.982699|0.8389956|0.90517926|1|Subject:Offence_against_the_person|0.300000012|@beattyjustin @kyoppcoalition and just what is that bitch gonna do for women?
2567|0.8264663|0.982699|0.8385827|0.90493894|2|Subject:2_+_2_=_5|0.144444451|@beattyjustin @kyoppcoalition i am one proud hillbilly.
2569|0.82655036|0.98270893|0.8386621|0.9049893|1|Subject:Offences_Against_the_Person_Act|0.281481504|@beautifulcallen nigger lol thts offensive .....lol and my xmas was iite had a couple of drinks so i was fine ninja xmas ...lol
2570|0.8261501|0.98270893|0.83824974|0.9047493|2|Subject:Adult_abuse|0.500000000|"@beaviscumia @jimmysdong dat cat gonna scratch all up on dat colored boy and he gonna end up in da chow mein"
2571|0.82575023|0.98270893|0.8378378|0.9045093|2|Subject:Discrimination_in_education|0.224999994|"@beekayns alas, i am proficient in neither. my skills are limited to pointless stat memorization + trash talk."
2573|0.8258346|0.9827189|0.8379175|0.9045599|1|Subject:Bitch_tits|0.250000000|@beenslimm i just don't want one these new bitches that morphed in to a super playa because she see how the world is
2574|0.82591873|0.98272884|0.8379971|0.9046105|1|Subject:Diesel_therapy|0.222222224|@bekysawyer boats and hoes
2575|0.8260029|0.9827388|0.83807653|0.904661|1|Subject:Torture_chamber|0.400000006|@belbert11 @buhrowaustin well looks like i'll be buying you two a big bitch box of busch na &#128129;
2576|0.82608694|0.9827487|0.838156|0.9047114|1|Subject:Ghost_Push|0.200000003|@bengybenfrank niggah follow me back &#128529;
2577|0.8261709|0.98275864|0.8382353|0.9047619|1|Subject:Offence_against_the_person|0.300000012|@benny_balboa lmfaoo yu stupid lha bitch i been knowing you for about 10yrs you never had a hoe...ever
2578|0.82625484|0.98276854|0.83831453|0.9048123|1|Subject:Abuse_of_information|0.200000003|@benny_balboa not to yall thou! yalll fucking glad bag trash
2580|0.82633865|0.98277843|0.83839375|0.9048626|1|Subject:Deviant_sexual_intercourse|0.111111119|@benny_balboa yall fucking trash boyy!!! #gladbagflow
2581|0.8264224|0.9827883|0.83847284|0.9049128|1|Subject:Bitch_tits|0.250000000|@betodavidthomas @jessecanon bitch my mom didn't call you
2582|0.826506|0.98279816|0.8385519|0.904963|1|Subject:Nuisance_fee|0.250000000|@betodavidthomas @jessecanon lmfaooo oh well fuck that bitch
2583|0.8261079|0.98279816|0.8381418|0.9047242|2|Subject:Outlaw|0.300000012|@bettinavla @9975ts @senwarren she's just another straight-up conscienceless liar. soulless criminal trash.
2584|0.8257102|0.98223495|0.8381418|0.9044855|0|Subject:Colors_(motorcycling)|0.050000001|@beyondtomcat you'd like that wouldn't you fag
2586|0.82579404|0.98224515|0.8382209|0.90453583|0|Subject:Offences_Against_the_Person_Act|0.448148131|@bidenshairplugs he looks like a fag and his time line is boring zzzzzz
2588|0.82587785|0.9822553|0.83829993|0.90458614|1|Subject:Poof|0.333333343|@bigd757 too bad hes a faggot
2590|0.82596153|0.9822655|0.8383789|0.90463644|1|Subject:Beaner|0.145833343|@biglovemusic bruh that won't happen cuz i can see that big bitch or it before it strikes.
2592|0.82604516|0.9822756|0.83845776|0.9046867|1|Subject:Human_branding|0.295138896|@bigred2ots she prolly got some bomb pussy too. lol i hope haha
2596|0.8261287|0.98228574|0.83853656|0.9047369|1|Subject:Offences_Against_the_Person_Act|0.488888919|"@billperiman @po_st i bet he would have gone ape shit and killed them all if they attacked muslims."
2597|0.82621217|0.9822958|0.8386153|0.90478694|1|Subject:Nuisance_fee|0.250000000|"@billperiman @offgridsurvival what the holy fucking hell is going on at the epa, those over-zealous cunts, i can't wait for 2016"
2598|0.82581574|0.9822958|0.83820665|0.904549|2|Subject:Right_to_die|0.300000012|@billperiman or as i like to put it 'looking through race colored glasses' @kel_antoinette8
2599|0.8258993|0.98230594|0.83828545|0.9045992|1|Subject:Jetliner_position|0.400000006|"@billperiman send all the fucking muzzies home, now doj come and get me motherfuckers"
2600|0.82598275|0.982316|0.8383642|0.9046493|1|Subject:Cock_throwing|0.200000033|@billratchet @vottomanempire place pussy on stache let pussy take ride
2601|0.82606614|0.9823261|0.8384428|0.90469944|0|Subject:Offences_Against_the_Person_Act|0.448148131|@billionairecrow @neelahrelates your what's wrong with the white race you fuckin coon slaying piece of poop please die alone
2602|0.8261494|0.98233616|0.8385214|0.90474945|1|Subject:Dago_dazzler|0.216666684|@billythathird @dimi_artale aye were da fawking ginzos of fawking queens and fawking nassau
2603|0.8257539|0.98233616|0.8381138|0.90451205|2|Subject:Dago_dazzler|0.216666684|@billythathird @matt_sliwinski copy my tweet again you ginzo
2604|0.8258373|0.98234624|0.8381924|0.9045621|1|Subject:Bitch_tits|0.250000000|@birdieb420 lets record a song bitch right nowb
2607|0.82592064|0.9823563|0.838271|0.9046122|1|Subject:Outcry_witness|0.166666672|@bitchmedia what's up my bitches?! shout out from your momz in cali! keep doin what u do. #loveit
2608|0.82600385|0.9823663|0.8383495|0.9046621|1|Subject:Offences_Against_the_Person_Act|0.355555594|@bitcheslovestar the only one of mary's friends i like so you other bitches don't exist &#128514;&#128514;&#128564;&#128564;&#128564;&#128564;&#128164;&#9995;&#9996;&#65039;
2609|0.82608694|0.98237634|0.83842796|0.904712|1|Subject:Offences_Against_the_Person_Act|0.300000012|@bitchslovemosa do these bitches really love mosa though #mosagang http://t.co/0g1j8bibpl
2610|0.8256925|0.98237634|0.83802134|0.9044753|2|Subject:Causes_of_World_War_I|0.242857158|"@bitterchick dare be only one bag dat folks be suckin on what i comes to yo partayyyy! all da ofay be wantin to ride in my eldorato"
2611|0.8257757|0.98238635|0.83809984|0.9045252|1|Subject:Grapple_Ray|0.125000000|"@bitterchick dat means get the fuck out hoe i be thinkin"
2612|0.8258588|0.98239636|0.8381783|0.9045751|1|Subject:Abuse_of_information|0.449999988|"@bitterchick @hellobaphomet y'all be some crazy white bitches. i wants to lay down wit you bowf."
2613|0.8259418|0.9824064|0.83825666|0.90462506|1|Subject:Adult_abuse|1.166666746|"@bittytang not sure. i think most women have self hate therfore collectively ""women are bitches"" becomes their campaign and men follow"
2617|0.8255481|0.9824064|0.8378509|0.9043887|2|Subject:Medical_abuse|0.600000024|@blackmanusa @chrislhayes well that's some cracker jack secret service work there. jfk anyone?
2618|0.82515484|0.9824064|0.83744556|0.9041526|2|Subject:Psychic_assault|0.222222224|@blackmanusa @texasdivepro historical point: cracker was a term for the irish settling in the woods of the mid-atlantic. hardly offensive.
2619|0.8252381|0.98241633|0.8375242|0.9042025|1|Subject:Adult_abuse|1.116666675|"@blackmanusa you're killin' me man! &lt;3 not all conservatives are racists, just like not all nbp hate honkies."
2620|0.82532126|0.9824263|0.83760273|0.9042526|1|Subject:Right_to_work|0.250000000|"@black_angelo25 chill cuz you'll regret it bro, your hitting that hoe rn why quit?"
2622|0.8254044|0.98243624|0.8376812|0.9043025|1|Subject:Jetliner_position|0.400000006|"@blackman38tide ha bitch, i'm pickin' up beach babes left n right on the west coast http://t.co/ldxnpohlyd"
2623|0.8250119|0.98243624|0.8372767|0.9040668|2|Subject:Spray-on_clothing|0.375000000|@blackman38tide bandana orian. they called me trailer trash for wearing my lil country getup &#128545;
2624|0.82509506|0.9824462|0.8373552|0.90411675|0|Subject:Honky|0.245833337|@blackman38tide lmfao go to bed whitey &#128129;
2625|0.8247031|0.9824462|0.83695126|0.90388125|2|Subject:Adult_abuse|0.600000024|@blakeanderson21 @jo_clark6 chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after
2626|0.8247863|0.98245615|0.8370299|0.90393126|1|Subject:Slat_armor|0.179999992|@blakeanderson21 rollin coal bitches ready to blow ready set go!
2628|0.82486945|0.98246604|0.83710843|0.90398127|1|Subject:Offence_against_the_person|0.400000036|@blakeanderson21@dalton_ryann @justinmiculka01 bitch got the crew hype an still got her ass beat tonight should have brought him to us
2629|0.82495254|0.982476|0.8371869|0.9040313|1|Subject:Abuse_of_information|0.449999988|"@blakkhoodie_562 always eatin good wit my niggah, and good lookin on the cd my boy got some heat now i can bump some bangers"
2631|0.8250356|0.9824859|0.8372653|0.9040811|1|Subject:Time-out_(parenting)|0.333333343|"@blakkhoodie_562 yeah that niggah played good, lowkey i wanted brazil to win"
2633|0.8251185|0.9824958|0.8373436|0.90413094|1|Subject:Adult_abuse|0.400000006|@bloggerboxing @studhardt22 the jacob and joshua picks have been very similar. as the love for faggot ruslan as well #2accountsgate
2635|0.82520133|0.9825056|0.83742183|0.9041807|0|Subject:Adult_abuse|0.400000006|@bloggerboxing yea....what did it do for maidana? it made him a greedy faggot loser. atleast broner is black...
2637|0.82528406|0.9825155|0.8375|0.9042305|1|Subject:Segregationist_music|0.200000018|@blue_dreammn @expectomichaela seriously.. after that first conversation on your status he fb messaged me calling me a fag lololol
2638|0.82489353|0.9825155|0.8370975|0.9039959|2|Subject:Total_balance|0.200000003|"@boazziz he promised to stand with the muzzies, so..."
2639|0.8249763|0.98252535|0.8371758|0.9040456|1|Subject:Bitch_tits|0.250000000|@bobbybotsods @fuckthemallcops @uncleunco @mrmooncricket fuck off bitch.
2640|0.8250591|0.9825352|0.837254|0.90409535|1|Subject:Nuisance_fee|0.250000000|"@bobbybotsods @fuckthemallcops @uncleunco @mrmooncricket ur weird, racist bitch."
2642|0.8251418|0.982545|0.83733207|0.90414506|1|Subject:Talking_shit|0.224999994|@bobbyrosee let the hoes tell it man..
2643|0.8252244|0.98255485|0.8374101|0.9041948|1|Subject:Abuse_of_information|0.200000003|@bodybymalone lesson 12 don't pass out at before 12 like a lil bitch
2644|0.8253069|0.9825647|0.837488|0.9042443|1|Subject:Human_rights_abuses_in_Kashmir|0.433333337|@bojieasx slap a taco in tht hoe face &#128514;&#128514;&#128514;&#9996;&#65039;&#128080;&#128074;&#128175;&#128536;&#128584;&#128129;
2645|0.82491744|0.9825647|0.83708674|0.9040104|2|Subject:Offences_Against_the_Person_Act|0.488888919|@bolanddrummer i have never once in my life been to a 'coffee shop' like starbucks. i am a hick though.
2646|0.825|0.98257446|0.83716476|0.90406|1|Subject:Nuisance_fee|0.250000000|"@bombfantasyyy @angela_mastr lmao angela you look like a damn potato bitch, keep talkin"
2647|0.824611|0.98257446|0.836764|0.90382624|2|Subject:The_Color_Orange|0.166666672|@bombfantasyyy pearl jam: yellow ledbetter&gt;
2648|0.82422245|0.98257446|0.8363636|0.90359265|2|Subject:Grounding_(punishment)|0.263888896|@bonesaw00 there's a reason why the yankees don't want anderson any longer.
2649|0.8238342|0.98257446|0.83596367|0.9033591|2|Subject:Offences_Against_the_Person_Act|0.433333337|@boner4tuna @tcc_grouchy @mrs__met @vortmax29 @llmajer @dmb1031 @aplmom @frogtox @kishkaandpipiks i've had shots go off where yellow smoke
2650|0.82391715|0.9825843|0.83604205|0.90340906|1|Subject:Telephone_abuse|0.500000000|@boobah_ awnser the phone pussy
2652|0.8235294|0.9825843|0.83564264|0.90317583|2|Subject:Peer_abuse|0.535714269|@bookoutbj that's ghetto for super duper! it's the current generations best complement.
2653|0.8236124|0.9825941|0.83572114|0.9032258|1|Subject:Offences_Against_the_Person_Act|0.300000012|@borgore pull my panties down with ur teeth and write the alphabet w ur tongue on my throbbing pussy
2654|0.82369536|0.9826038|0.8357995|0.9032758|1|Subject:Acid_throwing|0.239583328|@bosleyxavier i trip on acid not bitches.
2655|0.8237782|0.98261356|0.83587784|0.90332556|0|Subject:Adult_abuse|0.400000006|@bossace555 @sounds_good_bro @bloggerboxing yea u stupid faggot. i'm not leaving till like 5-6pm. want a ride?
2657|0.82386094|0.98262334|0.83595616|0.90337545|1|Subject:Right_to_work|0.250000000|@bossman_carl lmaooo naw nigga imma stay right in your mentions hoe
2658|0.82347417|0.98207283|0.83595616|0.90314275|1|Subject:Hoe_Kah_Hong|0.068750001|@bossman_carl nigga i didn't have no change.yall some hoes for tryna shoot know y'all can't shoot
2659|0.823557|0.98208284|0.8360343|0.9031926|1|Subject:Animal_bite|0.166666672|@bossman_carl wake your ass up hoe
2660|0.82363975|0.9820929|0.83611244|0.9032424|1|Subject:Offences_Against_the_Person_Act|0.757142901|@braxxxedelic fight that shit say you're on free lunch and they must have the game fucked up cause you're colored like the rest of them
2661|0.8237225|0.98210293|0.83619046|0.90329224|1|Subject:Nuisance_fee|0.250000000|@bradmich4real thats shit gon be the death of these hoes...ion like it...
2662|0.82380503|0.9821129|0.8362684|0.9033419|1|Subject:Breast_Tax|0.127083331|@brandnewandrew lmaooo roosters is hot trash bro u know it
2663|0.8238876|0.9821229|0.8363463|0.90339154|1|Subject:Offences_Against_the_Person_Act|0.266666681|@brandi_nicolee get that degree first bitch
2664|0.82397|0.9821329|0.8364242|0.9034412|1|Subject:Adult_abuse|0.583333373|@branninwgl i'll say it for you.. do ya woman want you on the couch in plain sight or outchea with these bitches? simple.
2666|0.8240524|0.98214287|0.8365019|0.9034908|1|Subject:Stress_position|0.366666675|@braveconwarrior she is a bitch ! this mess is all bo's fault! all of it!
2667|0.8241347|0.9821528|0.83657956|0.90354025|0|Subject:Maria_(Masha)_Kolenkina|0.250000000|@braxcity29 @maria_obregon_g @sophia_freeman1 3/4 of a citizen. i said it for you maria you spic
2668|0.8242169|0.9821628|0.83665717|0.9035897|1|Subject:Time-out_(parenting)|0.333333343|@breadtruckkbri i know i was playing that hoe start on the 20 tho
2670|0.82429904|0.9821727|0.8367347|0.90363914|1|Subject:Right_to_work|0.125000000|@breesindacut you got some hoes here yet?
2671|0.82391405|0.98162585|0.8367347|0.90340763|1|Subject:The_Least_Worst_Place|0.083333336|@breezypetey at least he went up and wasn't a bitch
2672|0.8235294|0.98162585|0.83633775|0.90317625|2|Subject:2_+_2_=_5|0.361111134|"@brelston i realized it's the one on link's awakening too, so you killed two birds with one stone. unless you're getting the wind fish too."
2673|0.82314515|0.98162585|0.8359412|0.9029449|2|Subject:School_of_the_Americas_Watch|0.312500000|@brenjjgmom @hweldon well...how about those yankees this year? what a run. #wtfiswrongwithnebraska
2674|0.8232276|0.98163605|0.836019|0.90299463|1|Subject:Beaner|0.291666687|@brendagisselca i'm not mexican enough for the real beaners yet too mexican for the americanized beaners :(
2675|0.82331|0.9816463|0.83609664|0.9030443|1|Subject:Right_to_work|0.125000000|@brendagisselca that you got hoes damn
2676|0.82339233|0.9816565|0.83617425|0.9030938|1|Subject:Grapple_Ray|0.125000000|@brendagisselca then what the hell are the perks of being your hoe? this is some bullshit
2678|0.8234746|0.9816667|0.8362518|0.90314335|0|Subject:Horseshit|0.112499997|@brenddan_ they said some bullshit. damn niggers
2679|0.8235568|0.9816768|0.8363292|0.9031928|0|Subject:Bitch_tits|0.250000000|@brenddan_ wow!!! are you comin back up here? &#128514;&#128514;&#128514;&#128514; they some bitch niggas
2680|0.8236389|0.981687|0.83640665|0.9032423|1|Subject:Offences_Against_the_Person_Act|0.266666681|@bretvondehl @com_lowery can i beat this bitch up?? seriously....what a bitch
2681|0.82372093|0.98169714|0.83648396|0.9032917|1|Subject:Offences_Against_the_Person_Act|0.400000036|"@bretvondehl damn you bitch you never answer me anymore... lmao jk ily! anyway glad of your first show, be safe when going to the next one"
2682|0.8238029|0.98170733|0.83656114|0.90334094|1|Subject:Nuisance_fee|0.500000000|@bretvondehl younow is a fucking bitch... shit load of hate on there when i did my first broadcast
2683|0.8238848|0.98171747|0.83663833|0.9033903|0|Subject:Offences_Against_the_Person_Act|0.300000012|@briana_rashae i'd like to rape the bitch that posted that.
2684|0.82350206|0.98171747|0.8362435|0.90316004|2|Subject:Offences_Against_the_Person_Act|0.666666687|@briannalovesa my trick is i wait for the bird to get close to the pipe and then tap the screen! so you never hit your head.
2685|0.82311976|0.98171747|0.83584905|0.90292996|2|Subject:Van_Breda_murders|0.135714293|"@briccone79 @pvvrivierenland ja moest van plisie niet meteen wild gaan denken.juistja,willen wel meer mensen mij vertellen hoe k moet denken"
2686|0.82320184|0.9817276|0.8359265|0.9029793|0|Subject:Poof|0.333333343|"@brice2254 fuck you, faggot."
2687|0.82328385|0.9817377|0.8360038|0.9030288|1|Subject:Time_served|0.375000000|@briscoefunnyguy @_kaeejones i gotta see that hoe in person cause i'm sleeping on that hoe for now
