N|Acuraccy|Precision|Recall|F-Measure|Class|Domain|DomainValue|Comment
7854|0.18469791|0.024563571|0.69736844|0.0474556|2||0.0|average is basic and basic is trash &#128514;&#128514;
7855|0.18467432|0.024559777|0.69736844|0.047448523|1||0.071428575|"aw man, that bitch she go hard.. put it on me i'm like ""oh lord""... no panties, baby, no bra !"
7856|0.18465075|0.024555985|0.69736844|0.047441445|1||0.0|"awe did i cut you off and make you mad? that's too dam bad, shoulda been going the fucking speed limit bitch"
7857|0.18462718|0.024552193|0.69736844|0.047434367|0||0.0|awk... u don't like your own nephew / cousins bc our race.. lmao broke ugly bitches fuck them we don't need them
7858|0.1846036|0.024548402|0.69736844|0.047427293|1||0.0|awwwwww rt @tyga: that ain't my hoe.
7859|0.18458004|0.024544613|0.69736844|0.047420226|1||0.0|awwwwww they no kaep ain't rape no bitch!!!!
7860|0.18455648|0.024540825|0.69736844|0.04741315|1||0.0|ay cuh its hot af . im finna go buy yo bitch some ice cream . lol
7861|0.18453293|0.024537036|0.69736844|0.047406085|1||0.0|"ay fuck wieners, remember to eat before you drink and remember to drink water while you're drinking and also to go eat shit you pussy head."
7862|0.18463698|0.024537036|0.69736844|0.047406085|2||0.0|ay what are some good bars/clubs to hit up in denver?? should be up there saturday night to coon out.
7863|0.18461342|0.024533251|0.69736844|0.047399018|1||0.09090909|ay yall heard that rich gang tape thou?? that bitch on flame!!!&#128293;
7864|0.18471743|0.024533251|0.69736844|0.047399018|2||0.0|aye a nicca is tired tho!
7865|0.18469387|0.024529466|0.69736844|0.047391955|1||0.0|aye it's a lot of niggas out here that can't fuck a bad bitch unless they get her drunk smh #preach
7866|0.18467033|0.024525683|0.69736844|0.04738489|1||0.0|aye my nigha #yeayoureadindis... gone let ya bitch fuck wit my team @twinzncontrol donjuuuan&#8230;
7867|0.18464677|0.0245219|0.69736844|0.047377832|1||0.0|aye the part be treating the bitches too good &#128514;
7868|0.18462323|0.02451812|0.69736844|0.047370773|1||0.0|aye we all needa keep are heads up high who cares if we lost we all went and tried our best &amp;south is a bunch of trash talking pussys ! -.-
7869|0.1845997|0.024514338|0.69736844|0.047363717|1||0.0|"aye, mcdonald'ss got a fire ass frozen strawberry lemonade.. this bitch so wet"
7870|0.18457617|0.024510559|0.69736844|0.047356665|1||0.0|ayee hoe
7871|0.18468009|0.024510559|0.69736844|0.047356665|2||0.0|ayo i jus had a mini heart attack behind the wheel..north philly n fire crackers don't mix&#128553;&#128553;&#128514;&#128514; i&#8230;
7872|0.18465656|0.024506781|0.69736844|0.04734961|1||0.0|ayo twat boy i gotta new phone give me yo jack now @jay050709
7873|0.18463303|0.024503006|0.69736844|0.04734257|1||0.0|ayo why da hell ain't nobody hip me to these niccas! @migosatl ... #betterlatethannever
7874|0.1846095|0.02449923|0.69736844|0.047335517|1||0.0|ayo!! @theofficialeg10 unblock me so i ca tell you how garbage yo bitch ass playing....
7875|0.18471338|0.024649514|0.69868994|0.047619045|0||0.16666667|ayy carlton is a ghetto school now #switchedatbirth
7876|0.18468985|0.024645718|0.69868994|0.04761196|1||0.0|"ayy yo @ray_lakee my nigga @who__chrisjones be all up on da,pussy not lettin dat muafucka breathe."
7877|0.18479368|0.024645718|0.69868994|0.04761196|2||0.0|ayyyyy i'm sipping on a free slurpee and seeing the front bottoms tonight. i'm a happy clam.
7878|0.1848975|0.024645718|0.69868994|0.04761196|2||0.0|"basically, #gop, #romney, right wing reactionaries, drudgies, teabaggers, libertaritards, all hate our education system and teachers."
7879|0.18487395|0.024641922|0.69868994|0.047604878|1||0.0|bc y'all hoes
7880|0.18485041|0.024638128|0.69868994|0.0475978|1||0.0|"bf: i think we need some pet insurance. gf: lmao, why, what for? bf: because i'm destroying your pussy everyday."
7881|0.18482688|0.024634333|0.69868994|0.047590718|1||0.0|bitch!!! rt @jla_b: stop thinking ur entitled to politically correct responses...bitch
7882|0.18480337|0.024630541|0.69868994|0.04758364|1||0.0|breathe! rt @thaelleword_: you are going to kill yourself if you don't exhale! rt @brokehomielyn: killin you hoes
7883|0.18477984|0.02462675|0.69868994|0.04757657|1||0.0|"bros before hos! ... and there i was with my bros, without any hos.."
7884|0.18475632|0.02462296|0.69868994|0.047569495|1||0.0|"bruh lmaoo &#8220;@nobeeetch: them hoes was nasty but i kept eating them ""@roblockk: what the fuck happened to these? ""&#8221;"
7885|0.18473282|0.024619171|0.69868994|0.047562424|1||0.0|bruh!! rt @coldhearted9_: them ugly hoes say a nigga arrogant...
7886|0.18470933|0.024615385|0.69868994|0.047555357|1||0.0|baby i can make that pussy raaain often.
7887|0.18468583|0.024611598|0.69868994|0.047548294|1||0.0|"baby i can make that pussy rain, often"
7888|0.18466234|0.024607813|0.69868994|0.047541227|1||0.0|baby i can make that pussy rain... often
7889|0.18476602|0.024607813|0.69868994|0.047541227|2||0.0|"baby i'll whisper vietnamese to you all soft like, ""ching... chong ting o long...."""
7890|0.18474253|0.024604028|0.69868994|0.047534164|1||0.0|baby girl your pussy looking so vacant....
7891|0.18471904|0.024600247|0.69868994|0.04752711|1||0.0|"baby moanin , got me zone'nn &#128553; i want this bitch next me , pussy like ecstasy &#128166; ."
7892|0.18469556|0.024596464|0.69868994|0.04752005|1||0.0|baby pussy cant be your only hustle. unless u bad as naomi russell.i mean a lot of ppl got money.so basically russell aint the only russell
7893|0.18467209|0.024592685|0.69868994|0.047512993|1||0.0|babydaddy needing bail money say thats wat she gone do talk a whole alotta shit but swear that bitch gone come through
7894|0.18464862|0.024588903|0.69868994|0.04750594|1||0.0|back #inhighschool me and @ntgonline used to have to stiff-arm bitches that kept tryna steal our fitteds
7895|0.18462516|0.024585126|0.69868994|0.04749889|1||0.0|"back in america, and i've become a basic bitch again."
7896|0.18460171|0.024581349|0.69868994|0.047491837|1||0.0|back in this bitch again....
7897|0.18457825|0.024577573|0.69868994|0.047484793|1||0.0|backdoor is open: them hoes will let you fuck em in the ass. usually an extra charge plus the rate you agreed upon.
7898|0.1845548|0.024573797|0.69868994|0.04747774|1||0.0|bad asian bitch yea she look just like kemora
7899|0.18453138|0.024570024|0.69868994|0.0474707|1||0.0|bad bitch contest you in first place &#128175;
7900|0.18450794|0.024566252|0.69868994|0.047463663|1||0.0|"bad bitch give good head, dumb bitch get hood rich"
7901|0.18448451|0.02456248|0.69868994|0.04745662|1||0.0|bad bitch good head i think she ah keeper !
7902|0.18446109|0.02455871|0.69868994|0.04744958|1||0.0|bad bitch
7903|0.18443768|0.024554942|0.69868994|0.047442548|1||0.0|bad bitch on my line tryna give me brains
7904|0.18441427|0.024551174|0.69868994|0.04743552|1||0.0|bad bitch pussy aquafina call her crystalina
7905|0.18439086|0.024547407|0.69868994|0.047428485|1||0.0|bad bitch selling molly i might take one
7906|0.18436746|0.024543641|0.69868994|0.04742146|1||0.0|bad bitch with me and you kno that her ass is fat
7907|0.18434407|0.024539877|0.69868994|0.047414426|1||0.0|"bad bitch, chest out......no wonder why miss righteous keeps on getting left out"
7908|0.18432069|0.024536114|0.69868994|0.047407407|1||0.0|bad bitches ain't cheap
7909|0.18429731|0.024532352|0.69868994|0.047400385|1||0.0|bad bitches aint cheap better pass her if u broke !!
7910|0.18427394|0.024528591|0.69868994|0.047393367|1||0.0|bad bitches an good weed
7911|0.18425056|0.024524832|0.69868994|0.04738635|1||0.0|bad bitches and good weed
7912|0.18422721|0.024521073|0.69868994|0.047379334|1||0.0|bad bitches be all ova me .. besides pussy what could you offer me?! &#128175;&#10006;&#65039;&#128175;
7913|0.18420385|0.024517315|0.69868994|0.047372315|1||0.0|bad bitches every where
7914|0.1841805|0.02451356|0.69868994|0.047365308|1||0.0|"bad bitches from oakland, she could beeee a model"
7915|0.18415716|0.024509804|0.69868994|0.047358297|1||0.0|bad bitches hate broke niggaz.
7916|0.18413383|0.02450605|0.69868994|0.04735129|1||0.0|bad bitches in dirty ass houses &lt;&lt;&lt;
7917|0.18411049|0.024502298|0.69868994|0.047344282|1||0.0|bad bitches in the pen make my toes curl
7918|0.18408717|0.024498545|0.69868994|0.04733728|1||0.0|bad bitches is the only thing i like
7919|0.18406385|0.024494795|0.69868994|0.04733028|1||0.0|bad bitches is the only thing that i like
7920|0.18404053|0.024491046|0.69868994|0.04732328|1||0.0|bad bitches is the only thing that i like!!!!!! #bblu this saturday #bblu #suedelounge #richgirls
7921|0.18401723|0.024487298|0.69868994|0.04731628|1||0.0|bad bitches is the only thing that i like
7922|0.18399392|0.02448355|0.69868994|0.047309283|1||0.0|bad bitches is the only thing that like
7923|0.18397063|0.024479805|0.69868994|0.04730229|1||0.0|bad bitches only
7924|0.18394734|0.024476059|0.69868994|0.0472953|1||0.0|bad bitches only ...
7925|0.18392405|0.024472315|0.69868994|0.047288314|1||0.0|bad blood in the camp &amp; if it's bout a bitch just know i don't respect it homie
7926|0.18390077|0.024468573|0.69868994|0.04728132|1||0.0|"bad chicks send em in.. basic hoes toss em out, can't even get waffle house.. hating niggas chalk em out gone get the coffin out"
7927|0.1838775|0.024464833|0.69868994|0.04727434|1||0.0|bad foreign bitch she a walkin ferrari
7928|0.18385424|0.024461092|0.69868994|0.04726736|1||0.0|bad lil bitch ain't never seen her
7929|0.18383098|0.024457352|0.69868994|0.047260374|1||0.0|bad lil short fine bitch lil petite sumn
7930|0.18380772|0.024453614|0.69868994|0.047253396|1||0.0|bae gotta bitch &#128514; whoops &#128564;
7931|0.18378447|0.024449877|0.69868994|0.04724642|1||0.0|bae juss the new side bitch lingo u aint special hoe
7932|0.18376122|0.024446143|0.69868994|0.047239445|1||0.0|bae made me deep fried oreos &#128523;
7933|0.18386444|0.024446143|0.69868994|0.047239445|2||0.0|bags bags that's that bag money trash bag black and it's filled up with money
7934|0.1838412|0.024442408|0.69868994|0.04723247|1||0.0|bahaha omg &#128518;&#128557;&#128586; this bitch is crazyyy .
7935|0.18394437|0.024442408|0.69868994|0.04723247|2||0.0|"baked montreal chicken, cheesy brussels sprouts, garlic butter triple cheddar &amp; chives yellow mashed&#8230; "
7936|0.18392113|0.024438674|0.69868994|0.0472255|0||0.0|bald head bitches think it's their time to prosper !
7937|0.18389788|0.024434943|0.69868994|0.047218535|1||0.0|ball is life? no bitch bench is life &#128075;
7938|0.18387464|0.02443121|0.69868994|0.047211565|1||0.0|"bands will make her dance , stamps will make her twerk , if romney becomes president , these hoes will have to work."
7939|0.1838514|0.024427481|0.69868994|0.047204603|1||0.0|"bang, bitch, you think i'm strange, bitch? it's bananas like a fucking rangatang bitch #vote5sos #emabiggestfans1d"
7940|0.18395452|0.024427481|0.69868994|0.047204603|2||0.0|"bank robber who wore zebra-print dress arrested, police say "
7941|0.18405761|0.024427481|0.69868994|0.047204603|2||0.0|barkley is trash
7942|0.18416066|0.024427481|0.69868994|0.047204603|2||0.0|"barry's (whitey) brownshirts run wild in oakland. following the lead of n.w.a., punks chant f the police. "
7943|0.1841374|0.024423752|0.69868994|0.047197636|1||0.0|"barry's hoe michelle is walking in now. ugly beast she is. #sotu"
7944|0.18424043|0.024423752|0.69868994|0.047197636|2||0.0|baseball isn't the same without the yankees in the playoffs &amp; basketball isn't the same without the lakers in em.
7945|0.18434343|0.024423752|0.69868994|0.047197636|2||0.0|baseball......... w/ @voxpulchra for her birthday for some reason? lol (@ yankee stadium) on #yelp
7946|0.18432017|0.024420025|0.69868994|0.04719068|1||0.0|basic bitch no chill &#128514;
7947|0.18429689|0.024416298|0.69868994|0.04718372|1||0.0|basic bitches &amp; lame niggas &lt;
7948|0.18427363|0.024412572|0.69868994|0.047176767|1||0.0|basic bitches everywhere
7949|0.18425038|0.024408849|0.69868994|0.047169812|1||0.0|basic niggah in his basic clothing
7950|0.18422712|0.024405126|0.69868994|0.047162857|1||0.0|basically saying that the pound doesn't belong to us and it's english... greedy cunts
7951|0.1842039|0.024401404|0.69868994|0.047155906|1||0.0|"basically, so...just do you. *shrugs* rt @cruzanchoklate: so if you're worried about being a ho or looking like one, good luck."
7952|0.1843068|0.024401404|0.69868994|0.047155906|2||0.0|bathing sphere: suspended orb tub not for shy people  #bathing #design #weird and yet #cool
7953|0.18428355|0.024397682|0.69868994|0.04714896|1||0.0|bbl gonna go sob over gay bird babies.
7954|0.18426031|0.024393963|0.69868994|0.047142014|1||0.0|bc i got too many bitches &#128514;&#128514;&#128514;
7955|0.18423708|0.024390243|0.69868994|0.04713507|1||0.0|be a dog to these bitches bt be a king to ya queen '
7956|0.18421385|0.024386527|0.69868994|0.04712813|1||0.0|"be a girl with a mind, a bitch with an attitude and a lady with class."
7957|0.1843167|0.024386527|0.69868994|0.04712813|2||0.0|"be fearful of the wrath of god in a country where many mock christianity, embrace perversion, abortion, and bows to pc/multiculturalism."
7958|0.18429346|0.024382811|0.69868994|0.04712119|1||0.0|be mean or rude to my little sister again and i'll kick your ass. it applies to all of you little snooty bitches. k thanks.
7959|0.18427023|0.024379095|0.69868994|0.047114253|1||0.0|be my backbone every nicca need a spine
7960|0.184247|0.024375381|0.69868994|0.047107317|1||0.0|be trippin when i call you hoe but bitch you know i talk like dat! -- @1future voice
7961|0.1843498|0.024375381|0.69868994|0.047107317|2||0.0|beans that were yellow before friday night are brown now-a few green leaves curled-frost but not freeze-bean size reduced - top end shrinks
7962|0.18432657|0.024371669|0.69868994|0.047100384|1||0.0|"bears game today bitches! not to mention, lean and bud before the train ride lol :) #goodday"
7963|0.18430336|0.024367956|0.69868994|0.047093455|1||0.0|beat the pussy down like my nemesis
7964|0.18428014|0.024364246|0.69868994|0.047086522|1||0.0|beat the pussy in so well her shit still hurting from a week ago
7965|0.18425693|0.024360536|0.69868994|0.04707959|1||0.0|beat ya bitch pussy up every time i see her like a bully .. then send her outta town wit 4 cookies
7966|0.18423373|0.024360536|0.6956522|0.047072668|2||0.25|beautiful fairy elegant dress
7967|0.18421052|0.024356827|0.6956522|0.047065742|1||0.0|because i had to accept being called a bitch every time i asserted myself. #yesallwomen
7968|0.18418734|0.02435312|0.6956522|0.04705882|1||0.0|"because i'd rather wear my hair long and have piercings, i'm a faggot that will never go anywhere in life."
7969|0.18416415|0.024349414|0.6956522|0.047051907|1||0.0|because a nigguh but don't mean you're pussy is bomb
7970|0.18414097|0.024345709|0.6956522|0.04704499|1||0.0|"because at your local insurance agency, the customer is always our bitch. #itakeshitfromnoone &#128079;"
7971|0.1841178|0.024342006|0.6956522|0.047038075|1||0.0|because idk if your still tryna get with her again or not?... &#8212; bitch i might be
7972|0.18422046|0.024342006|0.6956522|0.047038075|2||0.0|"because if nobody was judging the birds, this account wouldn't even cause a ripple in d ocean"
7973|0.18419728|0.024338303|0.6956522|0.04703116|1||0.07692308|because of the message that sends to lgbtq residents in the state. not as if west virginia is a paradise for queer people. today is major.
7974|0.1841741|0.0243346|0.6956522|0.047024246|1||0.0|beefin ova bitches trade ya clip for pom poms
7975|0.18427673|0.0243346|0.6956522|0.047024246|2||0.0|been huntin hard and finally nailed her. best wedding koozie i've ever seen. #redneck
7976|0.18425356|0.024330901|0.6956522|0.04701734|1||0.0|been a trill nicca since a lil nicca
7977|0.18423039|0.024327202|0.6956522|0.047010433|1||0.0|"been a while since it's just been me solo at the crib, feeling kinda lonely like a hoe"
7978|0.18420722|0.024323503|0.6956522|0.047003523|1||0.0|been hooping all day tired than bitch
7979|0.18418406|0.024319805|0.6956522|0.046996623|1||0.0|been schooling these bitches since 92'&#128524;
7980|0.1841609|0.02431611|0.6956522|0.046989717|1||0.0|"been sleeping toooooo much, fuck it ima enjoy it before i start working 2 jobs like a hoe haha"
7981|0.18413776|0.024312414|0.6956522|0.046982817|1||0.0|"been told by a lot of people that i'm cool then a hoe, and that they don't understand why someone wouldn't like me"
7982|0.18411462|0.02430872|0.6956522|0.046975926|1||0.0|beer ball isn't for pussies
7983|0.18409148|0.024305029|0.6956522|0.04696903|1||0.0|before i let a pussy cut my hair i just will let it grow
7984|0.18406835|0.024301337|0.6956522|0.046962135|1||0.0|before the madness with my single bitches. &#128527;
7985|0.18404523|0.024297645|0.6956522|0.046955243|1||0.0|"behind every independent woman, is a pack of hating hoes"
7986|0.18402211|0.024293957|0.6956522|0.04694836|1||0.0|"being a girl sucks. we have to deal with periods making us a bitch, shaving our legs on a daily basis, and worrying about what we eat."
7987|0.183999|0.02429027|0.6956522|0.046941474|1||0.0|being a hoe ain't cute #ijs
7988|0.18397589|0.024286581|0.6956522|0.046934582|1||0.0|being a hoe is cute in 2014
7989|0.1839528|0.024282895|0.6956522|0.046927705|1||0.0|being a sober soul just wasnt interesting.. bitch im living #5spmg #ggl
7990|0.18405524|0.024282895|0.6956522|0.046927705|2||0.0|"being coons &#8220;@fattravis_6200: at??? @tiffany_p0rsche: y'all are amazing.""&#8221;"
7991|0.18403214|0.02427921|0.6956522|0.04692082|1||0.0|being single and not texting no bitches late night almost wacker than coming home after the club drunk and fuckin your girlfriend
7992|0.18400903|0.024275526|0.6956522|0.04691394|1||0.0|believe in the heart of the cards bitch.
7993|0.18398595|0.024271844|0.6956522|0.046907064|1||0.0|believe it or not hoes get boring after awhile
7994|0.18396285|0.024268163|0.6956522|0.046900194|1||0.0|ben will gett ya some pussy.. ben will get ya some head!
7995|0.18406524|0.024268163|0.6956522|0.046900194|2||0.0|bengals kicker trash.
7996|0.18404216|0.024264483|0.6956522|0.04689332|1||0.0|benzino is a bitch point blank period
7997|0.18401907|0.024260804|0.6956522|0.046886448|1||0.0|"besides my sisters, this is one of two bitches you will always catch me with. "
7998|0.18412142|0.024260804|0.6956522|0.046886448|2||0.0|best behaved kids ever at mommy's commercial audition. oreo mcflurries for everybody! #proudmom&#8230;
7999|0.18422373|0.024260804|0.6956522|0.046886448|2||0.0|best of luck to tino 'the bambino' martinez in miami (your legacy is saved lol) #marlins #yankees #redsox #mlb
8000|0.18432602|0.024260804|0.6956522|0.046886448|2||0.0|best rider? that goes to a blaxican.
8001|0.18442829|0.024260804|0.6956522|0.046886448|2||0.0|bet charlie strong has contacted ridley
8002|0.18453053|0.024260804|0.6956522|0.046886448|2||0.0|"bet they want a cookie, bergbrain? you mean like you want a cracker? kinda bitter here today aren'tcha? #stribpol mngop #mnleg"
8003|0.1845074|0.024257125|0.6956522|0.04687958|1||0.0|bet you ain't gone @ em tho..&#128564;&#128514; rt @_selfmadephat_: na why oomf just tweeted that ?&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; &amp; she know ha pussy wack
8004|0.18448427|0.024253448|0.6956522|0.046872713|1||0.0|betta ask round these streets bitch bout jay
8005|0.18446115|0.024249773|0.6956522|0.046865843|1||0.0|better keep ya shit n line nicca ...
8006|0.18443803|0.024246098|0.6956522|0.046858985|1||0.0|better nip that shit in the bud early.
8007|0.18441494|0.024242423|0.6956522|0.04685212|1||0.0|better play your part bitch don't be a smart bitch cuz i might have a change of heart
8008|0.18439183|0.024238752|0.6956522|0.046845265|1||0.0|between the constant tweegrams and the bad bitches playing themselves out for attention and the stupid caption pics instagram lost me.
8009|0.18436874|0.02423508|0.6956522|0.04683841|0||0.0|between this trend and the vines acting like women its like niggas couldn't wait to be faggots
8010|0.18434565|0.02423141|0.6956522|0.046831552|1||0.0|beyonc&#233; more of a hipster bitch wit no hips these days
8011|0.18432257|0.02422774|0.6956522|0.0468247|1||0.0|big g-day s/o to @mauriceprice17 #freeboosie nicca lol!!!!!
8012|0.18429948|0.02422774|0.6926407|0.04681785|2||0.125|big red and fat squaw ...lol my hubby is so funny!! #insidejoke
8013|0.1844016|0.02422774|0.6926407|0.04681785|2||0.0|"big squawk: q: when will dfl dump ryan ""uncle tom"" winkler? } not going to happen berg bleat on. #mngop proud #stribpol #mnleg"
8014|0.18450369|0.02422774|0.6926407|0.04681785|2||0.0|"big bird holds press conf claims ""he does not care for the letter f"""
8015|0.18448061|0.024224073|0.6926407|0.046811|1||0.0|big bitches be like &#8221; im thick&#8221; yea bitch atound the midsection
8016|0.18445751|0.024220405|0.6926407|0.046804152|1||0.0|big black bitches out here arguing
8017|0.18443443|0.02421674|0.6926407|0.04679731|1||0.0|"big boobs = no ass no ass = big boobs big boobs and big ass = ugly face big boobs , big ass , pretty face = hoe."
8018|0.18441136|0.024213076|0.6926407|0.04679047|1||0.0|big bro moose trying slide into these hoes dm's
8019|0.1843883|0.024209412|0.6926407|0.046783622|1||0.0|big greenmile tweetin ass nicca
8020|0.18436523|0.024205748|0.6926407|0.046776786|1||0.0|big hair bitches &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;
8021|0.18434218|0.024202088|0.6926407|0.04676995|1||0.0|big moe rn like a hoe haha yuhhhh
8022|0.18444416|0.024202088|0.6926407|0.04676995|2||0.0|big night of &#127936; #hoosiers #iubb #big10 and #pacers #nba #indiana #hoosierstate #paulgeorge #codyzeller
8023|0.1844211|0.024198428|0.6926407|0.04676312|1||0.0|big ol pussy harrington blocked me again
8024|0.18439806|0.024194768|0.6926407|0.046756282|1||0.0|big thick pretty bitch
8025|0.184375|0.02419111|0.6926407|0.04674945|1||0.0|biggest booth i ever seen lastnight bitch had a leopard print jumper on look like an over weight leopard
8026|0.18435195|0.024187453|0.6926407|0.046742626|1||0.0|biggie was and always will be the flyest cunt in rap. #biggie
8027|0.18445389|0.024187453|0.6926407|0.046742626|2|WN:100182489-n|0.083333336|bigots demand recount in #idaho #gay rights ordinance referendum  #tcot #teaparty #teabaggers #lgbt
8028|0.18443084|0.024183797|0.6926407|0.046735793|1||0.0|"bij vraag wat is d naam van de engels des doods,dacht eerst robert.ik:israel..uhm iets met gargamel,hoe heet die kat ook al weer..oja azrael"
8029|0.18443084|0.024183797|0.6926407|0.046735793|1||0.1|biker gang looking ass bitches with titty tats. foh sons of anarchy.
8030|0.1844078|0.024180142|0.6926407|0.046728972|1||0.0|bill cosby stealing pussy
8031|0.18438476|0.024176488|0.6926407|0.046722148|1||0.0|bill romanowski is still a cunt. who saw that one coming.
8032|0.18436173|0.024172835|0.6926407|0.046715327|0||0.0|"bill smith dds mtv odb lgbtq mma nfl aflcio bitch pick one. fucking hate you. i know you proud but shit."
8033|0.1843387|0.024169184|0.6926407|0.046708506|1||0.0|birthday today bitches and i gotta work :/
8034|0.18431568|0.024165533|0.6926407|0.046701696|1||0.0|bitch i want my number back yo pussy mustard... oh yeah fuck dat bitch trust me! #dro
8035|0.18429267|0.024161885|0.6926407|0.04669488|1||0.0|"bitch i'm not about to eat ya pussy all day long.. i got a life."
8036|0.18426967|0.024158236|0.6926407|0.046688065|1||0.0|"bitch i'm the man that's right i said it, bitch i'm the man don't you forget it. &#128527;"
8037|0.18424666|0.024154589|0.6926407|0.04668125|1|WN:110269647-n|0.09090909|bitch ain't u his lawyer y u thank ery body stfu kill dat bitch to
8038|0.18422367|0.024150943|0.6926407|0.04667444|1||0.0|bitch and who the fuck r u am speak when the fuck i feel like it and stop a pussy ass nigga and box the fuck up
8039|0.18420067|0.024147298|0.6926407|0.04666764|0||0.0|"bitch ass nigga, be hating on black women... uncle tom bitch punk."
8040|0.18417768|0.024143655|0.6926407|0.046660837|1||0.0|"bitch ass people are the first to call someone out for being a ""bitch"""
8041|0.1841547|0.024140012|0.6926407|0.04665403|1||0.0|bitch bitch bitch
8042|0.18413174|0.02413637|0.6926407|0.04664723|1||0.0|"bitch don't talk yo shit then, say you on papers when a bitch trinna get down &#9995;&#128514;&#128557; you a straight fag bitch foe dat. scary ass hoe."
8043|0.18410876|0.02413273|0.6926407|0.046640433|1||0.0|bitch duck on whore ass slut cunt ha biden it's gucci. tho whatever. nigea @mdsaab1 @t_jawad89
8044|0.1840858|0.02412909|0.6926407|0.046633635|0||0.0|"bitch fuck yo nigga, what's up with that pussy!!?!"
8045|0.18406285|0.024125453|0.6926407|0.046626844|1||0.0|bitch fuk wat a hater gotta say .......brickk ent ya bitch
8046|0.1840399|0.024121815|0.6926407|0.04662005|1||0.0|bitch had a redbook account with all selfies on the add like bitch no tricks wanna see yo face
8047|0.18401696|0.02411818|0.6926407|0.046613257|1||0.0|bitch i wouldn't eat yah pussy wit another nigga tongue
8048|0.18399401|0.024114544|0.6926407|0.046606466|1||0.0|bitch just sucked my dick and tried to give me sugar bitch get out
8049|0.18397108|0.02411091|0.6926407|0.046599675|1||0.0|bitch killa gone be dacing in that bitch cdfu
8050|0.18394816|0.024107277|0.6926407|0.046592895|1||0.0|bitch nicca talmbout a mf 3peat....df y'all ain't da lakers
8051|0.18392523|0.024103645|0.6926407|0.04658611|1||0.0|bitch shutcho got damn mouf hoe rt @hurricanesensei: mallett ain't gon help yo funky ass texans
8052|0.18390232|0.024100015|0.6926407|0.04657933|1||0.0|"bitch you frooooontin, bitch you frooooontin. lol"
8053|0.1838794|0.024096385|0.6926407|0.04657255|0||0.0|bitch you're the ugliest cunt ever.
8054|0.1838565|0.024092756|0.6926407|0.046565775|1||0.0|"bitch, you may have a million dollar body, but you got a dollar menu face and a four-piece nugget pussy, so you ain't worth shit."
8055|0.1838336|0.02408913|0.6926407|0.046558995|1||0.0|"bitches ah have a baby &amp; be like ""don't claim my child"" bitch you good &amp; goddamn well ain't nobody claiming your creature &#128125;&#128514;"
8056|0.18381071|0.024085503|0.6926407|0.046552226|1||0.0|bitches ain't shit but hoes and tricks
8057|0.18378782|0.024081878|0.6926407|0.046545453|1||0.0|bitches always like you got hoes.. i be like duhh i'm tryna make you one of em &#128514;&#128514; nbs
8058|0.18376493|0.024078254|0.6926407|0.046538685|1||0.0|bitches always think somebody want them or they little coochie lol chilling dont exist nomore ? iont want yall hoes
8059|0.18374206|0.02407463|0.6926407|0.04653192|1||0.0|"bitches be 17 in the 9th grade talking about "" where my bae at ?"" no bitch , where ya credits at?"
8060|0.18371919|0.02407101|0.6926407|0.04652515|1||0.0|bitches be happy about burger king pollo tropical on lunch break at work but act like dinner with new niggaz gotta be upscale.
8061|0.18369633|0.024067389|0.6926407|0.04651839|0||0.0|bitches be having a nigga but want to be another nigga wcw bitch it don't work like that
8062|0.18367347|0.02406377|0.6926407|0.046511628|1||0.0|bitches be in they feelings to much like live bitch
8063|0.18365061|0.02406015|0.6926407|0.04650487|1||0.0|"bitches be like ""keep calm i'm single""........... first of all bitch, nobody was hype"
8064|0.18362777|0.024056533|0.6926407|0.04649811|1||0.0|"bitches be like ""new avi &gt;&gt;"" and i'm just like bitch, your new avi is ugly, your old avi was ugly, bitch you ugly."
8065|0.18360493|0.024052916|0.6926407|0.046491355|1||0.0|bitches be like i want something real ... and i be like i want a bitch with real hair but we can't always get what we want now can we lol
8066|0.18358208|0.0240493|0.6926407|0.046484604|1||0.0|bitches be like im nt beefing over a niggah smh
8067|0.18355925|0.024045687|0.6926407|0.04647785|1||0.0|bitches be like niggas ain't shit ... naw bitch maybe you just ain't shit
8068|0.18353644|0.024042074|0.6926407|0.0464711|1||0.0|bitches be mad they mane nigga gettin snatched up by all these whore yah pussy prolli wack ctfu
8069|0.18351361|0.024038462|0.6926407|0.046464354|1||0.0|"bitches be screaming fuck they nigga, but get mad when another bitch fuck they nigga&#128533;"
8070|0.1834908|0.02403485|0.6926407|0.046457607|1||0.0|bitches be sounding damnear retarded on tbh videos &#128514;&#128514;&#128514; nbs
8071|0.183468|0.02403124|0.6926407|0.046450865|1||0.0|"bitches be tambout ""my party""..... no bitch, its everybody party...."
8072|0.18344519|0.024027633|0.6926407|0.04644412|1||0.0|bitches be trying to squash all beef wen they find out they pregnant! some hoes dont give a fuck!
8073|0.18342239|0.024024025|0.6926407|0.046437386|1||0.0|"bitches be watching me from other bitches pages; thats right bitch , team work &#128079;&#128079;&#128079;"
8074|0.1833996|0.024020417|0.6926407|0.046430644|1||0.0|"bitches be wearing extensions, fake eye lashes and make up talkin bout they bad bitches. no bitch you are not bad you're a created player"
8075|0.18337682|0.024016812|0.6926407|0.046423912|1||0.0|bitches bitches bitches
